datetime,open,high,low,close,volume
2025-11-13 16:00:00,502.4144,515.4975,474.5375,502.0451,11239147
2025-11-13 17:00:00,502.105,515.4975,474.6259,502.5342,25625
2025-11-13 18:00:00,502.5441,503.6321,502.3894,502.5541,12330
2025-11-13 19:00:00,502.6439,503.692,502.3451,502.8486,12335
2025-11-14 04:00:00,500.0988,502.0451,500.0888,500.6777,19769
2025-11-14 05:00:00,500.6677,501.7457,500.2685,500.8274,15904
2025-11-14 06:00:00,500.8174,500.8174,498.432,499.3702,33826
2025-11-14 07:00:00,499.46,500.2485,497.7033,499.2005,86860
2025-11-14 08:00:00,500.3096,504.0413,496.855,497.1344,209257
2025-11-14 09:00:00,497.1644,502.3345,495.5574,501.4462,5582882
2025-11-14 10:00:00,501.4662,506.4966,500.7476,505.9203,2829390
2025-11-14 11:00:00,505.9776,509.6207,504.6701,509.4909,2704687
2025-11-14 12:00:00,509.461,510.4391,507.0955,507.3849,1495382
2025-11-14 13:00:00,507.335,508.9744,506.4467,508.4729,3924534
2025-11-14 14:00:00,508.4329,510.3792,508.3042,509.9588,1875228
2025-11-14 15:00:00,509.9401,510.6288,507.6444,509.431,3584236
2025-11-14 16:00:00,509.431,516.807,491.2249,509.0817,10230129
2025-11-14 17:00:00,508.8122,516.3678,476.0822,508.9669,55633
2025-11-14 18:00:00,508.912,509.2115,508.5926,509.009,19783
2025-11-14 19:00:00,508.902,509.98,508.8721,509.3811,9852
2025-11-17 04:00:00,510.9881,511.6368,509.6307,509.6307,15933
2025-11-17 05:00:00,509.6307,509.7604,507.5346,507.7842,14459
2025-11-17 06:00:00,507.8341,509.2314,507.5446,508.8022,5912
2025-11-17 07:00:00,508.7823,508.9819,507.7442,507.884,20072
2025-11-17 08:00:00,510.5888,512.0261,506.4158,507.5346,96248
2025-11-17 09:00:00,507.4648,511.1478,505.0893,507.9938,2783437
2025-11-17 10:00:00,507.9538,508.423,505.6228,506.6613,1717173
2025-11-17 11:00:00,506.6064,509.2813,504.6401,509.2164,1281522
2025-11-17 12:00:00,509.2713,509.8502,507.2053,507.2701,1050726
2025-11-17 13:00:00,507.2701,508.2333,505.5684,505.5983,756718
2025-11-17 14:00:00,505.5883,506.297,504.3008,504.3557,1193801
2025-11-17 15:00:00,504.3008,506.7861,503.9515,506.5266,2938649
