datetime,open,high,low,close,volume
2025-11-20 11:00:00,490.73,490.78,487.76,487.889,773953
2025-11-20 11:15:00,487.94,487.94,485.96,486.67,837118
2025-11-20 11:30:00,486.6,487.2,485.07,485.4,504946
2025-11-20 11:45:00,485.36,486.0,482.22,482.415,693831
2025-11-20 12:00:00,482.36,483.3029,480.31,481.6703,1129714
2025-11-20 12:15:00,481.69,482.17,480.46,481.77,803609
2025-11-20 12:30:00,481.79,482.6134,479.57,479.91,835863
2025-11-20 12:45:00,479.99,481.04,479.19,480.445,640693
2025-11-20 13:00:00,480.42,483.26,480.1,483.225,648155
2025-11-20 13:15:00,483.2599,483.37,481.06,481.97,397896
2025-11-20 13:30:00,481.9,482.35,479.8,479.9,373784
2025-11-20 13:45:00,479.85,480.15,478.28,479.25,643391
2025-11-20 14:00:00,479.295,480.11,478.67,479.695,510483
2025-11-20 14:15:00,479.695,480.48,478.96,479.945,448549
2025-11-20 14:30:00,479.91,479.98,478.52,479.5501,423137
2025-11-20 14:45:00,479.55,480.34,478.71,480.1924,654696
2025-11-20 15:00:00,480.18,480.2,478.41,479.635,570908
2025-11-20 15:15:00,479.595,480.6,478.33,478.98,775422
2025-11-20 15:30:00,478.99,479.43,476.32,476.845,1030105
2025-11-20 15:45:00,476.86,479.03,475.5,478.26,2343520
2025-11-20 16:00:00,478.25,487.12,476.25,477.7,8115035
2025-11-20 16:15:00,477.7001,479.99,477.0,477.7,19790
2025-11-20 16:30:00,477.68,478.43,477.11,477.4363,17112
2025-11-20 16:45:00,477.48,478.43,477.0,477.17,1056251
2025-11-20 17:00:00,477.1,477.2888,476.5,476.7298,12103
2025-11-20 17:15:00,476.6994,477.34,476.12,476.565,14729
2025-11-20 17:30:00,476.56,478.43,476.55,477.36,20744
2025-11-20 17:45:00,477.3,477.3,476.2012,476.66,8039
2025-11-20 18:00:00,476.66,478.43,476.0275,476.04,16058
2025-11-20 18:15:00,476.04,478.43,475.69,476.88,28697
2025-11-20 18:30:00,476.775,478.0,444.4276,476.85,6510
2025-11-20 18:45:00,476.755,478.43,449.2639,476.775,40755
2025-11-20 19:00:00,476.67,477.05,445.1959,477.05,7636
2025-11-20 19:15:00,477.0498,477.4,476.65,477.4,9913
2025-11-20 19:30:00,477.41,479.8598,449.0801,476.925,6273
2025-11-20 19:45:00,476.9,480.109,476.56,476.99,11491
2025-11-21 04:00:00,475.71,478.43,475.71,478.13,7045
2025-11-21 04:15:00,478.02,478.08,477.15,477.62,8552
2025-11-21 04:30:00,477.6,477.62,477.03,477.4,4671
2025-11-21 04:45:00,477.38,477.65,476.9,477.24,10377
2025-11-21 05:00:00,477.12,477.26,475.05,475.72,19563
2025-11-21 05:15:00,475.7,475.77,474.12,474.61,8472
2025-11-21 05:30:00,474.7,476.95,474.64,476.37,27283
2025-11-21 05:45:00,476.37,477.3,476.37,477.0,4339
