datetime,open,high,low,close,volume
2025-11-18 18:00:00,266.95,268.1,266.9,267.99,66237
2025-11-18 18:30:00,267.6,268.1,267.5,267.65,7359
2025-11-18 19:00:00,267.7888,267.95,266.5,266.65,12088
2025-11-18 19:30:00,266.65,267.57,266.65,267.01,16127
2025-11-19 04:00:00,267.45,267.45,265.51,266.79,7752
2025-11-19 04:30:00,266.84,267.44,266.74,267.34,5933
2025-11-19 05:00:00,267.4,267.58,267.21,267.38,3381
2025-11-19 05:30:00,267.48,267.6,267.15,267.47,7201
2025-11-19 06:00:00,267.48,267.94,267.43,267.68,9427
2025-11-19 06:30:00,267.58,267.88,267.3,267.56,6135
2025-11-19 07:00:00,267.56,267.67,267.01,267.18,10081
2025-11-19 07:30:00,267.19,267.45,267.06,267.13,7512
2025-11-19 08:00:00,267.13,268.0,266.0,266.7407,77538
2025-11-19 08:30:00,266.77,266.92,266.5,266.7,20131
2025-11-19 09:00:00,266.7,267.0,264.57,265.54,208959
2025-11-19 09:30:00,265.525,270.91,265.5,270.885,5505493
2025-11-19 10:00:00,270.92,272.21,270.44,271.85,3130588
2025-11-19 10:30:00,271.8501,272.01,270.0585,270.272,1931803
2025-11-19 11:00:00,270.25,270.57,269.3201,269.73,1668354
2025-11-19 11:30:00,269.75,270.59,269.53,270.56,1362465
2025-11-19 12:00:00,270.5618,270.67,269.72,270.43,1295277
2025-11-19 12:30:00,270.46,271.0,269.62,270.845,1519160
2025-11-19 13:00:00,270.845,271.31,270.01,270.03,1382865
2025-11-19 13:30:00,270.01,271.01,269.95,270.8,1188859
2025-11-19 14:00:00,270.88,270.95,269.63,269.67,1069457
2025-11-19 14:30:00,269.67,270.11,269.17,269.73,1254261
2025-11-19 15:00:00,269.72,270.735,269.66,269.99,1641792
2025-11-19 15:30:00,269.975,270.33,268.14,268.5201,5204007
2025-11-19 16:00:00,268.57,269.8999,267.44,268.91,17898902
2025-11-19 16:30:00,268.92,269.81,268.5,268.73,116954
2025-11-19 17:00:00,268.61,268.73,251.9286,267.34,935578
2025-11-19 17:30:00,267.49,268.56,267.0,267.89,86201
2025-11-19 18:00:00,267.9888,269.19,267.75,268.55,36995
2025-11-19 18:30:00,268.52,269.27,268.52,269.0,13629
2025-11-19 19:00:00,269.0,269.9,268.66,269.8,13149
2025-11-19 19:30:00,269.8,270.0,269.02,269.59,25121
2025-11-20 04:00:00,269.69,269.82,269.1,269.2,14347
2025-11-20 04:30:00,269.16,269.33,268.72,269.01,10105
2025-11-20 05:00:00,269.12,269.8,268.93,269.42,9327
2025-11-20 05:30:00,269.43,269.86,269.34,269.67,6486
2025-11-20 06:00:00,269.64,269.67,269.29,269.5,6180
2025-11-20 06:30:00,269.49,269.99,269.3,269.4,16350
2025-11-20 07:00:00,269.4,269.9,269.23,269.66,17770
2025-11-20 07:30:00,269.74,270.19,269.72,270.17,15362
2025-11-20 08:00:00,269.65,270.37,268.56,269.58,109994
2025-11-20 08:30:00,269.53,273.47,269.53,270.29,115564
2025-11-20 09:00:00,270.3,270.92,269.77,270.89,106133
2025-11-20 09:30:00,270.83,275.43,270.81,275.0,8337636
2025-11-20 10:00:00,274.955,275.1,273.095,273.905,2443260
2025-11-20 10:30:00,273.91,274.73,273.19,273.54,1994629
2025-11-20 11:00:00,273.6,273.6,271.6,271.78,1995542
2025-11-20 11:30:00,271.77,271.78,268.98,269.349,2381968
2025-11-20 12:00:00,269.32,270.0,268.04,268.89,4097915
2025-11-20 12:30:00,268.87,269.25,267.0201,267.48,2214360
2025-11-20 13:00:00,267.51,269.21,267.31,268.81,1894638
2025-11-20 13:30:00,268.79,268.93,266.52,266.94,1954006
2025-11-20 14:00:00,266.96,268.07,266.36,267.795,1593591
2025-11-20 14:30:00,267.78,267.91,267.01,267.805,1169256
2025-11-20 15:00:00,267.81,267.88,266.985,267.32,1864339
2025-11-20 15:30:00,267.31,267.58,265.92,266.38,4772811
2025-11-20 16:00:00,266.36,268.56,265.3,265.67,12610302
2025-11-20 16:30:00,265.71,266.25,260.0,265.25,1732821
2025-11-20 17:00:00,265.26,266.25,265.0,265.7732,119883
2025-11-20 17:30:00,265.77,270.45,265.67,266.15,51294
