datetime,open,high,low,close,volume
2025-11-21 18:20:00,393.2899,393.35,393.22,393.31,1661
2025-11-21 18:21:00,393.34,393.35,393.23,393.25,1398
2025-11-21 18:22:00,393.26,393.33,393.25,393.33,962
2025-11-21 18:23:00,393.3294,393.4,393.25,393.4,2323
2025-11-21 18:24:00,393.3219,393.5,393.3219,393.44,3735
2025-11-21 18:25:00,393.5,393.5,393.43,393.48,3087
2025-11-21 18:26:00,393.48,393.49,393.35,393.385,820
2025-11-21 18:27:00,393.4,393.44,393.38,393.42,1989
2025-11-21 18:28:00,393.41,393.5,393.36,393.48,3971
2025-11-21 18:29:00,393.45,393.5505,393.435,393.5505,2746
2025-11-21 18:30:00,393.55,393.88,393.55,393.82,3671
2025-11-21 18:31:00,393.88,393.89,393.75,393.82,1545
2025-11-21 18:32:00,393.76,393.86,393.75,393.8,2458
2025-11-21 18:33:00,393.81,393.83,393.75,393.82,1192
2025-11-21 18:34:00,393.82,393.84,393.725,393.8,1118
2025-11-21 18:35:00,393.79,393.85,393.6663,393.81,1722
2025-11-21 18:36:00,393.83,393.98,393.81,393.88,621
2025-11-21 18:37:00,393.88,393.96,393.8,393.92,725
2025-11-21 18:38:00,393.96,393.97,393.89,393.9527,1652
2025-11-21 18:39:00,393.97,394.0,393.8,393.9,5893
2025-11-21 18:40:00,393.89,393.97,393.8105,393.899,396
2025-11-21 18:41:00,393.97,393.97,393.81,393.9599,809
2025-11-21 18:42:00,393.97,394.2,393.96,394.15,3618
2025-11-21 18:43:00,394.18,394.19,394.0,394.1002,1738
2025-11-21 18:44:00,394.1,394.2,394.1,394.14,3195
2025-11-21 18:45:00,394.15,394.16,394.11,394.14,185
2025-11-21 18:46:00,394.15,394.4395,394.14,394.4387,3196
2025-11-21 18:47:00,394.36,394.55,394.31,394.4392,5738
2025-11-21 18:48:00,394.41,394.44,391.09,394.3691,21794
2025-11-21 18:49:00,394.36,394.37,394.25,394.3,1486
2025-11-21 18:50:00,394.33,394.35,394.21,394.32,2860
2025-11-21 18:51:00,394.3,394.3,394.16,394.205,831
2025-11-21 18:52:00,394.22,394.28,394.205,394.2701,4041
2025-11-21 18:53:00,394.2701,394.28,394.14,394.17,2234
2025-11-21 18:54:00,394.15,394.16,394.0,394.14,2697
2025-11-21 18:55:00,394.14,394.14,394.0809,394.14,2022
2025-11-21 18:56:00,394.1001,394.14,393.9,393.935,2760
2025-11-21 18:57:00,393.93,393.95,393.7108,393.755,3980
2025-11-21 18:58:00,393.76,394.0,393.76,393.92,1287
2025-11-21 18:59:00,393.9,394.0,393.9,393.96,2790
2025-11-21 19:00:00,393.98,394.14,393.98,394.1,1075
2025-11-21 19:01:00,394.1,394.26,394.06,394.12,646
2025-11-21 19:02:00,394.07,394.26,394.07,394.2,1070
2025-11-21 19:03:00,394.16,394.24,394.08,394.085,326
2025-11-21 19:04:00,394.1115,394.17,393.72,393.72,708
2025-11-21 19:05:00,393.86,394.16,393.86,393.9,968
2025-11-21 19:06:00,393.93,394.0,393.9,393.9865,580
2025-11-21 19:07:00,393.95,394.0,393.86,393.935,405
2025-11-21 19:08:00,393.9,393.95,393.86,393.94,2933
2025-11-21 19:09:00,393.9388,394.0,393.9,393.9999,3559
2025-11-21 19:10:00,394.01,394.15,394.0,394.15,1902
2025-11-21 19:11:00,394.075,394.15,393.95,394.015,848
2025-11-21 19:12:00,394.08,394.08,393.96,393.9903,1275
2025-11-21 19:13:00,394.0,394.03,393.9,394.03,985
2025-11-21 19:14:00,394.03,394.08,393.9,394.01,4506
2025-11-21 19:15:00,394.07,394.07,394.0,394.015,1103
2025-11-21 19:16:00,394.0173,394.02,393.88,393.9,1846
2025-11-21 19:17:00,394.0,394.0,393.9,393.92,1198
2025-11-21 19:18:00,393.96,393.96,393.88,393.9387,1577
2025-11-21 19:19:00,393.92,393.94,393.9,393.9398,3742
2025-11-21 19:20:00,393.935,393.94,393.8867,393.9233,2869
2025-11-21 19:21:00,393.92,393.96,393.85,393.85,1425
2025-11-21 19:22:00,393.81,393.88,393.55,393.745,2977
2025-11-21 19:23:00,393.7996,393.88,393.69,393.75,2993
2025-11-21 19:24:00,393.56,393.8,393.56,393.755,2290
2025-11-21 19:25:00,393.73,393.79,393.66,393.66,3278
2025-11-21 19:26:00,393.65,393.74,393.61,393.65,1345
2025-11-21 19:27:00,393.66,393.71,393.61,393.65,487
2025-11-21 19:28:00,393.64,393.8,393.12,393.64,19562
2025-11-21 19:29:00,393.64,393.64,393.25,393.47,1147
2025-11-21 19:30:00,393.42,393.5,393.3,393.48,1762
2025-11-21 19:31:00,393.48,393.5412,393.32,393.5,2429
2025-11-21 19:32:00,393.45,393.7,393.43,393.55,2241
2025-11-21 19:33:00,393.6,393.6,393.42,393.44,1569
2025-11-21 19:34:00,393.435,393.5458,393.32,393.34,1360
2025-11-21 19:35:00,393.35,393.48,393.34,393.44,1481
2025-11-21 19:36:00,393.47,393.7,393.4,393.59,1899
2025-11-21 19:37:00,393.66,393.66,393.41,393.48,2551
2025-11-21 19:38:00,393.49,393.62,393.4204,393.6,3316
2025-11-21 19:39:00,393.59,393.62,393.5,393.51,1877
2025-11-21 19:40:00,393.51,393.58,393.4,393.45,2388
2025-11-21 19:41:00,393.5,393.55,393.45,393.5,807
2025-11-21 19:42:00,393.5,393.5,393.32,393.38,4784
2025-11-21 19:43:00,393.4,393.4,393.38,393.3902,1553
2025-11-21 19:44:00,393.4,393.4,393.31,393.3903,2966
2025-11-21 19:45:00,393.39,393.4,393.3,393.38,2320
2025-11-21 19:46:00,393.39,393.5,393.36,393.5,2239
2025-11-21 19:47:00,393.45,393.8,393.4,393.8,3686
2025-11-21 19:48:00,393.7999,393.85,393.5598,393.7005,3468
2025-11-21 19:49:00,393.84,393.84,393.575,393.66,1426
2025-11-21 19:50:00,393.63,393.63,393.45,393.54,2769
2025-11-21 19:51:00,393.495,393.75,393.495,393.65,3799
2025-11-21 19:52:00,393.65,393.75,393.6,393.73,7357
2025-11-21 19:53:00,393.73,393.79,393.62,393.7018,1878
2025-11-21 19:54:00,393.725,393.75,393.55,393.61,1269
2025-11-21 19:55:00,393.66,393.74,393.6,393.74,3047
2025-11-21 19:56:00,393.73,393.8,393.7,393.79,3657
2025-11-21 19:57:00,393.8,394.0,393.7603,393.98,5515
2025-11-21 19:58:00,393.98,393.98,393.64,393.75,8756
2025-11-21 19:59:00,393.7301,393.86,393.73,393.84,6439
